#The following SEDs are for the blue horizontal branch stars in the catalog
#These are Kurucz models
#sedfilename,number
km30_5750.fits_g20_5990,142
km30_5750.fits_g45_5990,4
km30_6000.fits_g20_6100,150
km30_6000.fits_g20_6140,194
km30_6000.fits_g25_6100,451
km30_6000.fits_g30_6000,366
km30_6000.fits_g35_6140,358
km30_6000.fits_g45_6180,15
km30_6250.fits_g30_6270,616
km30_6250.fits_g40_6350,77
km30_6500.fits_g50_6520,4
km30_6500.fits_g50_6640,2
km35_5000.fits_g05_5140,116
km35_5000.fits_g05_5180,169
km35_5250.fits_g10_5270,128
km35_5250.fits_g10_5410,254
km35_5250.fits_g20_5370,1
km35_5250.fits_g20_5450,28
km35_5500.fits_g05_5540,23
km35_5500.fits_g05_5740,4
km35_5500.fits_g10_5680,58
km35_5500.fits_g10_5740,47
km35_5750.fits_g10_5790,26
km35_5750.fits_g15_5770,81
km35_5750.fits_g15_5950,80
km35_5750.fits_g20_5750,39
km35_5750.fits_g25_5810,18
km35_5750.fits_g30_5830,1
km35_5750.fits_g35_5950,18
km35_6000.fits_g25_6020,206
km35_6000.fits_g25_6100,393
km35_6000.fits_g25_6160,373
km35_6000.fits_g30_6020,6
km35_6000.fits_g35_6000,24
km35_6000.fits_g35_6040,27
km35_6000.fits_g35_6160,157
km35_6000.fits_g40_6160,37
km35_6000.fits_g45_6180,4
km35_6250.fits_g25_6270,520
km35_6250.fits_g40_6290,58
km35_6250.fits_g45_6310,7
km35_6250.fits_g45_6470,7
km35_6250.fits_g50_6250,1
km35_6500.fits_g45_6540,17
km35_6500.fits_g50_6500,1
km40_3750.fits_g15_3990,2
km40_4000.fits_g05_4160,925
km40_4000.fits_g05_4180,766
km40_4250.fits_g00_4290,6013
km40_5000.fits_g00_5120,54
km40_5000.fits_g00_5180,39
km40_5000.fits_g00_5200,36
km40_5000.fits_g10_5240,25
km40_5250.fits_g05_5490,24
km40_5250.fits_g10_5310,116
km40_5250.fits_g15_5490,67
km40_5250.fits_g25_5490,1
km40_5500.fits_g15_5500,46
km40_5500.fits_g15_5700,73
km40_5500.fits_g20_5540,23
km40_5750.fits_g15_5970,40
km40_5750.fits_g20_5910,67
km40_5750.fits_g20_5930,79
km40_5750.fits_g35_5970,12
km40_6000.fits_g35_6100,58
km40_6000.fits_g35_6160,68
km40_6000.fits_g45_6160,4
km40_6250.fits_g30_6290,181
km40_6250.fits_g40_6290,17
km40_6250.fits_g50_6450,1
km40_6500.fits_g40_6520,12
km40_6500.fits_g50_6580,1
km40_6750.fits_g50_6750,1
km45_3750.fits_g25_3870,1493
km45_5000.fits_g00_5020,31
km45_5000.fits_g05_5220,104
km45_5250.fits_g00_5290,41
km45_5250.fits_g10_5330,85
km45_5250.fits_g15_5410,72
km45_5250.fits_g15_5470,149
km45_5500.fits_g20_5600,12
km45_5750.fits_g15_5970,59
km45_5750.fits_g20_5930,36
km45_6000.fits_g15_6040,3
km45_6000.fits_g40_6180,10
km45_6250.fits_g30_6310,143
km45_6250.fits_g30_6330,285
km45_6250.fits_g35_6250,51
km45_6250.fits_g35_6390,57
km45_6250.fits_g35_6430,65
km45_6250.fits_g40_6370,12
km45_6250.fits_g40_6450,1
km45_6500.fits_g45_6520,4
km50_4000.fits_g10_4140,1
km50_5000.fits_g00_5060,87
km50_5250.fits_g05_5330,302
km50_5250.fits_g05_5450,239
km50_5250.fits_g10_5290,94
km50_5250.fits_g10_5310,110
km50_5250.fits_g10_5490,290
km50_5250.fits_g15_5450,170
km50_5500.fits_g05_5540,101
km50_5500.fits_g15_5660,213
km50_5750.fits_g15_5950,160
km50_5750.fits_g20_5890,195
km50_6000.fits_g20_6140,71
km50_6000.fits_g25_6060,108
km50_6000.fits_g30_6020,30
km50_6000.fits_g35_6040,10
km50_6000.fits_g40_6140,7
km50_6250.fits_g40_6330,44
km50_6250.fits_g45_6330,5
km50_6250.fits_g45_6350,7
km50_6250.fits_g50_6350,3
L1_8Full.dat,423
L2_3Full.dat,155
m1.6Full.dat,35243
m1.8Full.dat,36950
m1.9Full.dat,37366
m2.7Full.dat,31518
m6.1Full.dat,22314
m6.4Full.dat,6394
km25_4750.fits_g00_4990,103
km25_5000.fits_g10_5220,49
km25_5000.fits_g10_5240,95
km25_5250.fits_g05_5430,62
km25_5500.fits_g05_5640,1
km25_5500.fits_g10_5640,69
km25_5500.fits_g10_5660,78
km25_5500.fits_g10_5720,49
km25_5500.fits_g15_5680,104
km25_5750.fits_g15_5870,137
km25_5750.fits_g20_5750,106
km25_5750.fits_g20_5830,145
km25_5750.fits_g20_5950,189
km25_5750.fits_g20_5990,132
km25_5750.fits_g30_5970,627
km25_5750.fits_g40_5990,23
km25_6000.fits_g15_6000,181
km25_6000.fits_g25_6020,157
km25_6000.fits_g25_6120,487
km25_6000.fits_g25_6140,532
km25_6000.fits_g25_6220,613
km25_6000.fits_g40_6020,32
km25_6250.fits_g30_6250,660
km25_6250.fits_g45_6410,50
km25_6250.fits_g50_6450,2
km25_6500.fits_g45_6660,91
km30_4250.fits_g00_4330,9007
km30_4250.fits_g00_4350,7988
km30_5000.fits_g00_5100,97
km30_5000.fits_g00_5140,89
km30_5250.fits_g05_5370,92
km30_5250.fits_g10_5470,166
km30_5250.fits_g15_5290,43
km30_5250.fits_g20_5470,119
km30_5500.fits_g10_5520,98
km30_5500.fits_g20_5540,100
km30_5500.fits_g30_5680,1
km30_5750.fits_g10_5810,50
km30_5750.fits_g15_5970,119
km30_5750.fits_g30_5830,6
km30_5750.fits_g30_5890,48
km30_6000.fits_g20_6080,109
km30_6000.fits_g25_6200,237
km30_6000.fits_g30_6080,690
km30_6000.fits_g30_6100,696
km30_6000.fits_g35_6040,119
km30_6000.fits_g35_6100,293
km30_6000.fits_g40_6200,122
km30_6250.fits_g30_6390,1117
km30_6250.fits_g45_6350,20
km30_6250.fits_g45_6390,19
km30_6250.fits_g45_6430,22
km30_6250.fits_g50_6270,2
km30_6500.fits_g40_6500,43
km35_4000.fits_g05_4180,162
km35_4250.fits_g00_4330,6
km35_4750.fits_g00_4990,44
km35_5000.fits_g00_5140,79
km35_5000.fits_g00_5200,78
km35_5250.fits_g00_5330,29
km35_5250.fits_g05_5310,92
km35_5250.fits_g05_5350,87
km35_5250.fits_g05_5370,74
km35_5250.fits_g05_5470,66
km35_5250.fits_g15_5350,47
km35_5250.fits_g15_5470,229
km35_5250.fits_g20_5490,28
km35_5500.fits_g10_5580,58
km35_5500.fits_g15_5680,107
km35_5500.fits_g15_5720,87
km35_5500.fits_g25_5540,2
km35_5750.fits_g20_5930,182
km35_5750.fits_g20_5970,177
km35_5750.fits_g25_5770,12
km35_5750.fits_g25_5850,21
km35_5750.fits_g30_5990,5
km35_6000.fits_g20_6120,116
km35_6000.fits_g25_6000,99
km35_6000.fits_g25_6240,316
km35_6000.fits_g35_6140,124
km35_6000.fits_g40_6060,14
km35_6000.fits_g50_6240,5
km35_6250.fits_g30_6390,928
km35_6250.fits_g35_6350,208
km35_6250.fits_g40_6370,52
km35_6250.fits_g45_6270,10
km35_6500.fits_g45_6660,11
km40_5000.fits_g05_5100,33
km40_5000.fits_g05_5140,81
km40_5250.fits_g05_5470,56
km40_5250.fits_g10_5290,76
km40_5250.fits_g15_5390,38
km40_5250.fits_g20_5370,2
km40_5250.fits_g20_5470,13
km40_5500.fits_g00_5520,2
km40_5500.fits_g10_5520,61
km40_5500.fits_g15_5600,75
km40_5500.fits_g15_5720,81
km40_5500.fits_g20_5580,22
km40_5500.fits_g25_5640,3
km40_5750.fits_g10_5830,22
km40_5750.fits_g15_5770,60
km40_5750.fits_g25_5890,18
km40_6000.fits_g15_6040,40
km40_6000.fits_g20_6160,183
km40_6000.fits_g30_6220,252
km40_6000.fits_g35_6060,51
km40_6250.fits_g40_6390,26
km40_6250.fits_g40_6470,27
km40_6250.fits_g50_6250,1
km40_6250.fits_g50_6350,2
km40_6500.fits_g40_6500,17
km40_6500.fits_g40_6620,12
km40_6500.fits_g50_6500,2
km45_3750.fits_g25_3890,84
km45_5000.fits_g05_5160,68
km45_5250.fits_g05_5290,93
km45_5250.fits_g05_5310,76
km45_5250.fits_g10_5370,148
km45_5500.fits_g10_5580,36
km45_5500.fits_g20_5660,25
km45_5500.fits_g20_5740,17
km45_5500.fits_g25_5600,2
km45_5750.fits_g20_5990,34
km45_5750.fits_g25_5790,3
km45_5750.fits_g25_5830,2
km45_5750.fits_g30_5970,5
km45_6000.fits_g25_6180,36
km45_6000.fits_g30_6060,2
km45_6000.fits_g30_6080,4
km45_6000.fits_g30_6240,100
km45_6000.fits_g35_6080,49
km45_6000.fits_g40_6140,15
km45_6250.fits_g35_6330,99
km45_6250.fits_g40_6270,20
km45_6500.fits_g40_6560,10
km50_4000.fits_g05_4180,1846
km50_4250.fits_g00_4290,727
km50_5000.fits_g00_5040,50
km50_5000.fits_g00_5080,144
km50_5000.fits_g00_5220,224
km50_5250.fits_g00_5430,56
km50_5250.fits_g00_5490,28
km50_5250.fits_g05_5370,313
km50_5250.fits_g05_5470,197
km50_5250.fits_g20_5430,5
km50_5500.fits_g00_5520,15
km50_5500.fits_g15_5500,193
km50_5500.fits_g25_5680,2
km50_6000.fits_g20_6060,224
km50_6000.fits_g25_6020,65
km50_6000.fits_g30_6040,40
km50_6000.fits_g30_6180,50
km50_6000.fits_g35_6160,145
km50_6000.fits_g40_6180,12
km50_6000.fits_g40_6200,40
km50_6250.fits_g30_6250,117
km50_6250.fits_g30_6410,745
km50_6250.fits_g35_6350,134
km50_6250.fits_g40_6310,51
km50_6250.fits_g45_6430,5
km50_6250.fits_g45_6470,12
km50_6250.fits_g50_6390,4
km50_6500.fits_g40_6540,105
km50_6500.fits_g45_6540,15
km50_6500.fits_g50_6560,1
L2_0Full.dat,1164
m1.0Full.dat,29412
m2.9Full.dat,29265
m3.5Full.dat,23887
m5.6Full.dat,7486
m7.0Full.dat,2131
m7.3Full.dat,627
km05_5000.fits_g05_5040,86
km05_5000.fits_g05_5100,69
km05_5000.fits_g05_5120,53
km05_5500.fits_g10_5680,2
km05_5750.fits_g15_5770,2
km10_4250.fits_g50_4390,4
km10_4250.fits_g50_4470,2
km10_4500.fits_g10_4620,1
km10_4500.fits_g50_4660,1
km10_4750.fits_g00_4950,1213
km10_4750.fits_g05_4870,834
km10_4750.fits_g05_4910,824
km10_4750.fits_g05_4950,811
km10_4750.fits_g10_4910,748
km10_4750.fits_g10_4990,736
km10_4750.fits_g20_4970,40
km10_4750.fits_g20_4990,68
km10_4750.fits_g50_4790,42
km10_4750.fits_g50_4910,4
km10_5000.fits_g05_5080,22
km10_5000.fits_g20_5040,162
km10_5000.fits_g25_5100,57
km10_5000.fits_g50_5180,96
km10_5000.fits_g50_5240,33
km10_5250.fits_g10_5250,845
km10_5250.fits_g10_5450,538
km10_5250.fits_g15_5390,1244
km10_5250.fits_g15_5470,947
km10_5250.fits_g20_5410,1108
km10_5500.fits_g10_5520,407
km10_5500.fits_g10_5620,300
km10_5500.fits_g15_5700,631
km10_5500.fits_g15_5720,563
km10_5500.fits_g15_5740,441
km10_5500.fits_g20_5720,794
km10_5500.fits_g30_5520,367
km10_5500.fits_g30_5540,478
km10_5500.fits_g40_5580,112
km10_5750.fits_g20_5790,620
km10_5750.fits_g20_5850,470
km10_5750.fits_g30_5770,149
km10_5750.fits_g40_5950,3
km10_6000.fits_g20_6060,97
km10_6000.fits_g20_6080,38
km10_6000.fits_g25_6140,151
km15_4500.fits_g00_4580,2857
km15_4500.fits_g00_4740,2337
km15_4750.fits_g10_4770,45
km15_4750.fits_g15_4770,1
km15_5000.fits_g00_5060,1568
km15_5000.fits_g05_5240,402
km15_5000.fits_g10_5220,82
km15_5250.fits_g00_5270,350
km15_5250.fits_g00_5290,248
km15_5250.fits_g00_5450,23
km15_5250.fits_g10_5390,368
km15_5250.fits_g10_5490,387
km15_5250.fits_g20_5450,457
km15_5250.fits_g20_5470,581
km15_5250.fits_g30_5330,16
km15_5250.fits_g30_5370,34
km15_5250.fits_g50_5270,10
km15_5500.fits_g05_5500,118
km15_5500.fits_g25_5660,734
km15_5500.fits_g30_5720,473
km15_5500.fits_g35_5640,84
km15_5500.fits_g40_5560,2
km15_5500.fits_g40_5700,23
km15_5500.fits_g45_5660,4
km15_5500.fits_g45_5680,9
km15_5500.fits_g50_5580,1
km15_5500.fits_g50_5740,3
km15_5750.fits_g15_5770,402
km15_5750.fits_g15_5810,270
km15_5750.fits_g15_5950,80
km15_5750.fits_g20_5990,223
km15_5750.fits_g25_5830,1702
km15_5750.fits_g25_5870,1738
km15_5750.fits_g35_5770,229
km15_5750.fits_g35_5930,491
km15_5750.fits_g40_5770,44
km15_5750.fits_g50_5810,3
km15_6000.fits_g20_6020,228
km15_6000.fits_g25_6240,232
km15_6000.fits_g40_6020,93
km20_4500.fits_g05_4500,79
km20_4500.fits_g05_4680,23
km20_4750.fits_g00_4770,284
km20_4750.fits_g05_4770,8
km20_5000.fits_g00_5200,486
km20_5000.fits_g05_5180,369
km20_5250.fits_g05_5250,455
km20_5250.fits_g05_5350,326
km20_5250.fits_g10_5310,135
km20_5500.fits_g10_5520,459
km20_5500.fits_g10_5580,449
km20_5500.fits_g15_5640,669
km20_5500.fits_g20_5660,841
km20_5500.fits_g20_5700,1108
km20_5750.fits_g25_5930,1365
km20_5750.fits_g30_5830,320
km20_5750.fits_g30_5970,1271
km20_5750.fits_g45_5930,6
km20_6000.fits_g35_6220,651
km20_6000.fits_g45_6100,39
km20_6000.fits_g50_6040,3
km20_6000.fits_g50_6120,1
km20_6250.fits_g35_6390,605
km20_6250.fits_g40_6450,158
km20_6500.fits_g40_6560,383
km20_6500.fits_g45_6520,18
km25_4250.fits_g00_4290,76
km25_5250.fits_g05_5330,92
km25_5250.fits_g05_5470,31
km25_5500.fits_g10_5620,78
km25_5500.fits_g15_5500,146
km25_5500.fits_g15_5600,152
km25_5750.fits_g30_5930,429
km25_5750.fits_g35_5930,127
km25_5750.fits_g45_5970,2
km25_6000.fits_g20_6020,166
km25_6000.fits_g25_6000,121
km25_6000.fits_g35_6060,517
km25_6000.fits_g45_6100,13
km25_6250.fits_g40_6290,270
km25_6250.fits_g50_6330,2
km25_6500.fits_g50_6500,4
km30_4750.fits_g05_4990,12
km30_5000.fits_g05_5180,185
km30_5250.fits_g00_5430,3
km30_5250.fits_g05_5450,53
km30_5250.fits_g15_5350,131
km30_5500.fits_g10_5560,79
km30_5500.fits_g15_5700,184
km30_5500.fits_g20_5500,35
km30_5750.fits_g15_5850,91
km30_5750.fits_g15_5870,111
km30_5750.fits_g20_5950,205
km30_5750.fits_g25_5950,890
km30_5750.fits_g25_5990,557
km30_6000.fits_g20_6060,111
km30_6000.fits_g30_6200,593
km30_6000.fits_g30_6220,585
km30_6000.fits_g40_6120,67
km30_6000.fits_g40_6140,88
km30_6000.fits_g45_6100,11
km30_6000.fits_g50_6100,2
km30_6000.fits_g50_6240,3
km30_6250.fits_g40_6370,135
km30_6500.fits_g40_6560,121
km30_6500.fits_g45_6660,29
km30_6500.fits_g45_6680,69
km30_6500.fits_g45_6700,17
km35_5000.fits_g05_5160,161
km35_5250.fits_g00_5250,42
km35_5250.fits_g10_5350,254
km35_5250.fits_g10_5390,276
km35_5250.fits_g10_5470,187
km35_5250.fits_g10_5490,102
km35_5250.fits_g15_5310,24
km35_5500.fits_g05_5520,34
km35_5500.fits_g10_5520,83
km35_5500.fits_g10_5620,56
km35_5500.fits_g15_5740,66
km35_5750.fits_g10_5750,39
km35_5750.fits_g15_5910,61
km35_5750.fits_g25_5890,30
km35_6000.fits_g15_6020,112
km35_6000.fits_g20_6060,136
km35_6000.fits_g25_6200,354
km35_6000.fits_g30_6060,105
km35_6000.fits_g30_6080,233
km35_6000.fits_g40_6100,29
km35_6250.fits_g25_6250,286
km35_6250.fits_g30_6350,402
km35_6250.fits_g40_6250,38
km35_6250.fits_g40_6450,55
km35_6250.fits_g45_6390,9
km35_6250.fits_g45_6450,7
km35_6250.fits_g50_6430,3
km35_6500.fits_g35_6500,251
km35_6500.fits_g45_6500,6
km40_3750.fits_g15_3970,2
km40_5000.fits_g05_5180,109
km40_5250.fits_g05_5390,55
km40_5250.fits_g05_5430,46
km40_5250.fits_g10_5370,136
km40_5500.fits_g05_5540,24
km40_5500.fits_g10_5600,41
km40_5500.fits_g15_5580,75
km40_5500.fits_g15_5620,86
km40_5500.fits_g20_5620,32
km40_5750.fits_g15_5810,62
km40_5750.fits_g20_5770,88
km40_5750.fits_g20_5990,49
km40_5750.fits_g25_5810,12
km40_5750.fits_g25_5950,38
km40_5750.fits_g30_5970,1
km40_6000.fits_g25_6060,48
km40_6000.fits_g35_6180,103
km40_6000.fits_g40_6220,15
km40_6250.fits_g35_6290,89
km40_6250.fits_g35_6310,129
km45_3750.fits_g30_3850,150
km45_4000.fits_g10_4100,3530
km45_4000.fits_g15_4000,206
km45_4250.fits_g00_4370,3
km45_5000.fits_g05_5080,9
km45_5250.fits_g00_5390,11
km45_5250.fits_g00_5470,4
km45_5250.fits_g15_5430,96
km45_5500.fits_g00_5540,1
km45_5500.fits_g05_5620,2
km45_5500.fits_g10_5520,49
km45_5500.fits_g10_5740,24
km45_5500.fits_g15_5520,85
km45_5500.fits_g15_5540,79
km45_5750.fits_g10_5770,18
km45_5750.fits_g25_5910,5
km45_5750.fits_g25_5990,14
km45_5750.fits_g30_5950,8
km45_6000.fits_g25_6140,21
km45_6000.fits_g30_6040,7
km45_6000.fits_g30_6100,9
km45_6000.fits_g30_6140,5
km45_6000.fits_g35_6020,23
km45_6000.fits_g35_6040,27
km45_6000.fits_g35_6240,47
km45_6250.fits_g25_6290,393
km45_6250.fits_g30_6390,559
km45_6500.fits_g35_6520,67
km45_6500.fits_g40_6580,16
km50_4000.fits_g05_4160,6010
km50_4000.fits_g10_4060,2165
km50_5000.fits_g05_5120,29
km50_5000.fits_g10_5200,6
km50_5000.fits_g10_5240,14
km50_5250.fits_g00_5330,117
km50_5250.fits_g15_5410,66
km50_5250.fits_g15_5430,101
km50_5500.fits_g00_5560,1
km50_5500.fits_g05_5660,49
km50_5500.fits_g15_5600,220
km50_5500.fits_g20_5740,61
km50_5750.fits_g20_5750,82
km50_5750.fits_g20_5870,157
km50_6000.fits_g15_6000,33
km50_6000.fits_g20_6100,194
km50_6000.fits_g25_6040,109
km50_6000.fits_g25_6120,201
km50_6000.fits_g30_6220,105
km50_6250.fits_g25_6310,14
km50_6250.fits_g30_6330,311
km50_6500.fits_g45_6560,12
km50_6500.fits_g50_6700,3
m0.4Full.dat,26967
m1.3Full.dat,31884
m3.2Full.dat,26040
m4.0Full.dat,19693

