#The following SEDs are for the blue horizontal branch stars in the catalog
#These are Kurucz models
#sedfilename,number
km15_5000.fits_g10_5000,150
km20_5750.fits_g40_5790,6
km20_5750.fits_g40_5890,30
km20_5750.fits_g45_5890,9
km15_5000.fits_g15_5240,184
km15_4500.fits_g05_4560,1052
km20_6000.fits_g25_6220,754
km10_5500.fits_g45_5560,11
km20_5750.fits_g45_5770,2
km15_4500.fits_g15_4700,2
km20_6000.fits_g25_6040,734
km20_6250.fits_g40_6390,103
km10_5750.fits_g15_5770,320
km20_6000.fits_g40_6000,81
km20_6250.fits_g40_6430,140
km20_5750.fits_g50_5930,4
km15_5000.fits_g15_5060,6
km20_5250.fits_g05_5410,256
km25_6500.fits_g50_6560,8
km10_5750.fits_g15_5870,75
km15_5000.fits_g20_5100,3
km30_4250.fits_g00_4390,1628
km15_4750.fits_g10_4890,107
km10_5750.fits_g25_5890,431
km15_4750.fits_g00_4750,2097
km15_6000.fits_g35_6160,53
km30_4250.fits_g05_4330,18
km10_5750.fits_g25_5910,510
km15_4500.fits_g05_4700,654
km30_5000.fits_g00_5000,73
km15_6000.fits_g40_6200,41
km15_4750.fits_g05_4770,555
km30_5000.fits_g00_5160,94
km15_4750.fits_g05_4950,936
km20_6000.fits_g50_6020,5
km20_5500.fits_g00_5520,12
km20_6250.fits_g35_6250,517
km15_5000.fits_g50_5020,3
km20_6250.fits_g40_6470,177
km25_6250.fits_g25_6270,1149
km30_5000.fits_g10_5080,1
km20_6500.fits_g40_6520,233
km15_4750.fits_g50_4910,2
km20_6250.fits_g45_6470,5
km15_4750.fits_g10_4850,82
km20_5500.fits_g15_5720,828
km15_5000.fits_g00_5200,577
km20_6500.fits_g45_6620,36
km15_5000.fits_g00_5240,392
km20_6000.fits_g20_6060,399
km20_6500.fits_g45_6660,123
km20_6000.fits_g35_6160,719
km25_4250.fits_g00_4330,3165
km15_5000.fits_g05_5040,916
km15_5000.fits_g00_5180,622
km25_4250.fits_g05_4250,257
km15_5000.fits_g50_5080,3
km30_5250.fits_g00_5490,2
km20_5500.fits_g20_5680,1002
km15_5000.fits_g00_5220,586
km20_5500.fits_g25_5740,337
km25_4750.fits_g00_4910,15
km20_6000.fits_g25_6020,889
km15_5000.fits_g15_5180,6
km20_6000.fits_g45_6020,18
km20_5500.fits_g35_5740,4
km15_5000.fits_g20_5180,9
km30_5250.fits_g05_5250,115
km15_5250.fits_g05_5450,272
km15_5000.fits_g50_5200,8
km15_5250.fits_g05_5250,327
km25_4250.fits_g00_4450,3306
km20_5500.fits_g40_5620,2
km10_5750.fits_g25_5950,395
km25_5000.fits_g05_5060,41
km15_5000.fits_g05_5000,662
km10_5750.fits_g30_5810,101
km15_4750.fits_g10_4790,53
km10_5750.fits_g35_5870,141
km15_5250.fits_g00_5310,217
km20_6000.fits_g45_6160,1
km25_5250.fits_g15_5270,1
km15_4500.fits_g00_4640,3236
km15_5250.fits_g05_5470,209
km20_6250.fits_g40_6350,53
km20_6000.fits_g45_6000,4
km30_5250.fits_g10_5490,103
km25_5250.fits_g15_5310,15
km20_6500.fits_g50_6740,11
km15_5000.fits_g50_5140,9
km20_5500.fits_g40_5640,3
km15_6000.fits_g50_6040,4
km25_5500.fits_g05_5520,15
km15_5250.fits_g20_5270,2
km30_5250.fits_g20_5310,1
km15_5250.fits_g00_5370,92
km25_4000.fits_g05_4220,16
km25_6250.fits_g35_6250,364
km30_5500.fits_g05_5520,25
km25_6250.fits_g45_6350,54
km25_4750.fits_g00_4930,59
km20_5500.fits_g40_5700,1
km25_5000.fits_g00_5140,88
km25_5500.fits_g05_5660,3
km20_5750.fits_g20_5970,436
km15_4500.fits_g05_4680,621
km25_5000.fits_g05_5180,147
km25_5500.fits_g10_5600,80
km20_5750.fits_g20_5990,305
km20_4500.fits_g00_4520,5327
km15_4500.fits_g10_4720,42
km25_5500.fits_g15_5540,162
km20_4750.fits_g00_4790,103
km25_5500.fits_g20_5580,44
km25_4250.fits_g00_4370,7276
km20_4750.fits_g00_4950,248
km15_4750.fits_g00_4770,2317
km15_5250.fits_g00_5490,5
km15_5000.fits_g10_5120,411
km20_5250.fits_g00_5350,184
km15_4750.fits_g00_4930,1868
km20_5250.fits_g10_5370,339
km20_6000.fits_g45_6140,3
km20_5250.fits_g10_5470,548
km25_6250.fits_g50_6270,4
km20_5500.fits_g10_5660,424
km15_5250.fits_g15_5410,462
km15_5000.fits_g15_5160,6
km30_5500.fits_g05_5560,30
km25_5750.fits_g10_5770,77
km15_5250.fits_g15_5490,459
km25_4750.fits_g00_4790,14
km25_5250.fits_g00_5390,2
km15_5250.fits_g20_5430,334
km25_4750.fits_g00_4850,16
km20_6250.fits_g30_6290,648
km20_5750.fits_g35_5810,33
km25_4750.fits_g00_4890,7
km20_5750.fits_g40_5870,15
km25_5000.fits_g00_5100,77
km15_4750.fits_g10_4870,90
km15_5250.fits_g50_5370,9
km25_5250.fits_g10_5250,106
km20_6500.fits_g40_6540,226
km15_5000.fits_g20_5040,4
km25_5500.fits_g10_5520,86
km20_5750.fits_g45_5830,4
km25_6250.fits_g50_6350,7
km25_5500.fits_g15_5580,156
km20_5500.fits_g40_5740,1
km30_5500.fits_g05_5600,14
km25_5500.fits_g20_5560,39
km20_5750.fits_g15_5890,285
km20_6500.fits_g50_6700,2
km25_5000.fits_g00_5180,88
km30_5500.fits_g10_5620,81
km25_5500.fits_g20_5720,121
km20_5750.fits_g15_5910,239
km25_5000.fits_g05_5120,81
km25_6250.fits_g50_6490,9
km25_5750.fits_g20_5910,188
km15_5500.fits_g05_5620,6
km20_5750.fits_g15_5990,214
km25_5000.fits_g10_5160,9
km15_5500.fits_g10_5640,287
km25_6500.fits_g45_6640,54
km20_5750.fits_g20_5910,469
km25_5000.fits_g10_5180,17
km15_5500.fits_g20_5620,1041
km30_5500.fits_g25_5640,13
km25_5250.fits_g00_5330,19
km20_5750.fits_g50_5990,2
km30_4000.fits_g00_4240,2
km15_5250.fits_g05_5310,383
km15_5250.fits_g10_5270,295
km30_4250.fits_g00_4310,7083
km25_5500.fits_g25_5680,53
km25_5500.fits_g25_5720,158
km30_4250.fits_g00_4450,70
km25_5250.fits_g10_5470,171
km25_5250.fits_g00_5350,9
km25_5250.fits_g15_5470,244
km30_4250.fits_g05_4350,6
km15_4750.fits_g15_4850,10
km15_5500.fits_g30_5500,62
km20_6000.fits_g20_6120,821
km25_5750.fits_g15_5930,138
km20_5750.fits_g35_5770,12
km30_4750.fits_g00_4930,5
km30_5000.fits_g00_5240,60
km20_5750.fits_g35_5850,77
km25_5750.fits_g25_5750,216
km25_5250.fits_g05_5350,94
km15_5250.fits_g20_5490,524
km25_5750.fits_g25_5890,347
km15_5500.fits_g20_5740,1389
km25_5750.fits_g20_5850,151
km15_5250.fits_g05_5430,268
km25_5250.fits_g05_5450,34
km25_5500.fits_g10_5680,76
km15_4750.fits_g00_4970,1694
km25_5250.fits_g05_5490,22
km30_5500.fits_g25_5720,30
km15_5250.fits_g10_5290,25
km15_5500.fits_g40_5680,29
km15_5250.fits_g20_5330,41
km25_6000.fits_g25_6080,308
km15_5000.fits_g05_5140,981
km25_5500.fits_g15_5660,110
km20_5750.fits_g40_5930,45
km30_5750.fits_g10_5770,51
km20_5750.fits_g40_5950,79
km15_5250.fits_g25_5250,9
km20_5750.fits_g40_5990,79
km25_6000.fits_g30_6220,989
km15_5000.fits_g15_5040,7
km15_5250.fits_g30_5490,67
km25_5750.fits_g30_5990,534
km20_5750.fits_g45_5790,3
km15_4750.fits_g10_4750,22
km25_5500.fits_g05_5560,7
km20_6000.fits_g20_6020,393
km15_4750.fits_g10_4810,57
km25_6000.fits_g35_6020,302
km15_5500.fits_g45_5700,4
km25_5750.fits_g35_5810,1
km25_6000.fits_g35_6120,588
km25_5500.fits_g20_5520,20
km25_6000.fits_g20_6080,249
km25_6000.fits_g35_6220,645
km25_5500.fits_g20_5640,63
km25_6000.fits_g30_6180,1011
km20_6000.fits_g25_6100,611
km25_5500.fits_g10_5740,47
km15_5250.fits_g45_5410,2
km25_5500.fits_g20_5680,109
km15_4750.fits_g15_4830,5
km25_5750.fits_g15_5770,115
km15_5500.fits_g30_5620,265
km25_6000.fits_g45_6040,9
km25_5750.fits_g25_5810,402
km15_5500.fits_g50_5520,2
km25_6000.fits_g30_6100,918
km20_6000.fits_g20_6040,355
km15_4750.fits_g15_4890,10
km30_5000.fits_g10_5060,1
km15_5250.fits_g50_5490,3
km15_5500.fits_g50_5560,2
km30_5750.fits_g15_5810,94
km30_5250.fits_g00_5410,8
km15_5250.fits_g10_5330,154
km25_6000.fits_g45_6180,32
km30_5250.fits_g05_5330,108
km15_5250.fits_g25_5310,33
km25_5750.fits_g15_5750,64
km30_5250.fits_g15_5370,173
km15_5250.fits_g25_5330,48
km20_6000.fits_g40_6200,18
km30_5250.fits_g20_5390,18
km25_6000.fits_g50_6040,3
km15_5250.fits_g25_5390,102
km30_5750.fits_g20_5790,549
km25_6000.fits_g30_6120,945
km15_5250.fits_g25_5410,107
km20_6000.fits_g50_6200,1
km15_5000.fits_g00_5140,844
km15_5250.fits_g30_5410,53
km15_5000.fits_g20_5000,1
km25_6000.fits_g50_6140,1
km30_5750.fits_g25_5810,160
km30_5500.fits_g05_5640,9
km15_5500.fits_g50_5720,3
km20_6000.fits_g20_6080,458
km15_5500.fits_g40_5540,11
km20_6000.fits_g30_6060,1182
km15_5750.fits_g30_5910,1201
km30_5750.fits_g25_5890,659
km30_5500.fits_g10_5540,75
km15_5750.fits_g40_5750,30
km25_6000.fits_g40_6200,208
km15_5250.fits_g45_5430,3
km25_6000.fits_g40_6220,226
km15_5500.fits_g10_5620,410
km15_5750.fits_g15_5870,111
km15_5750.fits_g45_5930,57
km15_5500.fits_g10_5520,429
km30_6000.fits_g20_6000,151
km30_5500.fits_g10_5740,35
km20_6500.fits_g45_6500,17
km25_5750.fits_g15_5970,134
km25_6250.fits_g35_6270,718
km15_5500.fits_g15_5660,545
km30_6000.fits_g25_6060,553
km25_6000.fits_g50_6180,3
km15_5000.fits_g20_5160,6
km15_5250.fits_g35_5470,17
km15_5750.fits_g20_5970,324
km25_4750.fits_g00_4870,22
km25_6250.fits_g45_6390,56
km30_6000.fits_g25_6160,273
km15_5250.fits_g50_5290,13
km25_6250.fits_g35_6310,660
km15_6000.fits_g25_6120,424
km15_5000.fits_g20_5120,2
km15_5000.fits_g50_5040,2
km25_6250.fits_g45_6430,52
km25_5000.fits_g00_5000,66
km15_5250.fits_g50_5430,5
km30_5500.fits_g15_5680,144
km30_5500.fits_g20_5520,84
km30_5500.fits_g20_5640,113
km30_6000.fits_g40_6100,54
km15_5250.fits_g30_5390,39
km25_6000.fits_g50_6020,1
km15_5000.fits_g20_5140,5
km25_5750.fits_g25_5910,205
km20_6000.fits_g30_6200,872
km15_5250.fits_g50_5470,4
km15_5500.fits_g20_5720,1795
km30_5500.fits_g20_5740,268
km15_5000.fits_g50_5160,9
km30_6250.fits_g35_6470,498
km20_6000.fits_g35_6040,625
km20_6000.fits_g35_6140,728
km25_5000.fits_g00_5120,91
km30_5500.fits_g25_5540,4
km30_4250.fits_g00_4410,581
km25_6000.fits_g50_6100,2
km30_5000.fits_g00_5060,113
km25_6250.fits_g30_6310,894
km15_6000.fits_g40_6040,71
km25_6250.fits_g50_6430,8
km15_5500.fits_g10_5540,416
km20_6000.fits_g40_6100,179
km25_5250.fits_g00_5290,26
km15_5250.fits_g00_5410,45
km15_5250.fits_g05_5370,352
km15_5500.fits_g10_5580,449
km30_6250.fits_g40_6470,132
km15_5250.fits_g30_5430,47
km15_5250.fits_g50_5310,10
km15_5500.fits_g30_5740,384
km30_5000.fits_g10_5120,16
km20_6000.fits_g45_6080,32
km30_6500.fits_g45_6520,14
km15_5500.fits_g05_5520,167
km25_5250.fits_g05_5290,107
km25_5750.fits_g25_5970,131
km15_5500.fits_g35_5520,24
km25_5250.fits_g05_5310,125
km15_5500.fits_g20_5660,1431
km25_5250.fits_g10_5350,240
km25_6500.fits_g50_6520,5
km20_4250.fits_g05_4410,75
km25_5250.fits_g10_5370,228
km15_5750.fits_g25_5770,1344
km15_5500.fits_g35_5600,71
km30_5750.fits_g15_5990,95
km15_5250.fits_g15_5250,205
km30_5750.fits_g20_5930,220
km25_5750.fits_g30_5810,83
km15_5750.fits_g25_5850,1787
km30_6500.fits_g45_6640,11
km20_4500.fits_g00_4540,4213
km30_5000.fits_g10_5140,31
km15_5500.fits_g10_5680,227
km25_5250.fits_g15_5330,20
km25_5750.fits_g30_5910,386
km15_5500.fits_g10_5700,155
km30_5750.fits_g25_5930,816
km25_6250.fits_g30_6330,1001
km30_5250.fits_g00_5450,2
km20_6250.fits_g30_6250,542
km30_5250.fits_g15_5330,87
km20_6250.fits_g30_6270,706
km30_6500.fits_g50_6580,4
km20_6250.fits_g35_6290,501
km15_5250.fits_g15_5330,392
km15_5750.fits_g30_5810,649
km20_4500.fits_g00_4700,601
km30_5750.fits_g30_5950,326
km15_5500.fits_g35_5560,44
km25_6250.fits_g50_6370,2
km15_5500.fits_g25_5580,528
km15_5500.fits_g35_5660,103
km25_6000.fits_g25_6160,558
km15_5250.fits_g30_5310,2
km15_5500.fits_g25_5640,648
km25_6250.fits_g50_6390,3
km35_4250.fits_g00_4350,1
km25_6500.fits_g50_6640,10
km30_5250.fits_g15_5390,270
km25_5250.fits_g15_5450,215
km20_6250.fits_g35_6450,908
km25_6000.fits_g30_6020,782
km20_4500.fits_g05_4700,20
km25_6000.fits_g35_6000,188
km35_5000.fits_g15_5220,1
km30_5250.fits_g25_5490,6
km15_5500.fits_g45_5500,1
km30_4250.fits_g05_4310,65
km15_5750.fits_g15_5830,197
km25_5500.fits_g10_5500,60
km20_6250.fits_g40_6490,132
km30_5750.fits_g35_5970,3
km25_4250.fits_g00_4350,4934
km30_6000.fits_g25_6140,315
km25_4250.fits_g00_4390,8834
km30_5500.fits_g10_5720,51
km15_5500.fits_g15_5520,509
km15_5250.fits_g50_5410,10
km20_4500.fits_g05_4720,7
km15_5500.fits_g15_5640,555
km35_5250.fits_g00_5430,2
km15_5500.fits_g30_5640,313
km15_5500.fits_g10_5720,124
km25_5500.fits_g25_5640,5
km15_5750.fits_g25_5910,1406
km15_5750.fits_g40_5910,110
km15_5500.fits_g35_5500,17
km30_4500.fits_g00_4500,5
km15_5500.fits_g20_5560,834
km30_5000.fits_g00_5020,103
km35_5250.fits_g15_5430,208
km30_5000.fits_g00_5040,118
km25_5750.fits_g10_5750,29
km30_5000.fits_g10_5160,55
km20_5000.fits_g00_5140,613
km25_5750.fits_g10_5810,36
km30_5250.fits_g00_5250,47
km35_5250.fits_g25_5490,3
km25_6000.fits_g35_6140,577
km25_5750.fits_g25_5930,114
km30_6000.fits_g35_6220,386
km25_4500.fits_g00_4580,43
km25_5750.fits_g25_5950,114
km35_5500.fits_g25_5680,9
km25_5750.fits_g30_5830,154
km25_6500.fits_g35_6500,2
km30_6000.fits_g40_6000,8
km25_6500.fits_g45_6620,56
km15_5750.fits_g40_5930,35
km30_5500.fits_g15_5720,182
km35_5750.fits_g15_5790,71
km30_5500.fits_g20_5600,110
km35_5750.fits_g25_5870,30
km20_5500.fits_g15_5580,606
km25_4750.fits_g00_4950,101
km25_5000.fits_g00_5060,108
km20_5750.fits_g25_5750,228
km15_5500.fits_g45_5580,7
km30_6000.fits_g50_6160,4
km25_6500.fits_g50_6540,10
km25_6000.fits_g50_6160,3
km35_5750.fits_g25_5910,34
km25_6250.fits_g25_6250,610
km25_6250.fits_g30_6390,1275
km25_5750.fits_g40_5950,13
km25_6250.fits_g35_6430,672
km35_5750.fits_g35_5870,1
km20_6000.fits_g15_6000,280
km15_5750.fits_g45_5830,7
km30_6000.fits_g50_6180,6
km15_5500.fits_g10_5740,53
km15_5500.fits_g15_5560,225
km35_5750.fits_g35_5930,4
km35_6000.fits_g25_6180,371
km25_6500.fits_g40_6540,274
km30_5500.fits_g25_5600,4
km35_6000.fits_g30_6160,398
km30_6250.fits_g35_6390,436
km25_6000.fits_g45_6020,2
km30_6250.fits_g35_6490,308
km35_6000.fits_g40_6020,9
km15_5500.fits_g45_5620,3
km15_5500.fits_g25_5600,556
km20_6000.fits_g20_6000,279
km15_5750.fits_g45_5870,38
km15_5500.fits_g25_5680,868
km25_6500.fits_g50_6680,6
km20_6000.fits_g25_6140,493
km15_5500.fits_g45_5540,2
km25_5000.fits_g00_5160,92
km20_6000.fits_g25_6180,611
km30_5250.fits_g05_5290,119
km15_5500.fits_g50_5600,1
km30_5250.fits_g10_5330,310
km25_6500.fits_g50_6740,5
km30_5500.fits_g25_5660,15
km15_5750.fits_g30_5850,914
km20_6000.fits_g30_6140,983
km15_5500.fits_g40_5520,3
km30_5750.fits_g25_5850,363
km25_6000.fits_g45_6200,37
km30_6250.fits_g40_6250,87
km25_5250.fits_g00_5370,5
km20_6000.fits_g30_6220,796
km30_6250.fits_g40_6270,96
km25_6500.fits_g45_6560,31
km25_5250.fits_g05_5270,118
km15_5750.fits_g10_5750,26
km30_4250.fits_g00_4370,4158
km30_5750.fits_g35_5890,1
km15_5500.fits_g20_5520,652
km30_6000.fits_g20_6040,134
km25_6500.fits_g50_6700,5
km35_6000.fits_g40_6200,42
km25_6000.fits_g50_6200,1
km15_5500.fits_g40_5600,14
km30_4250.fits_g00_4270,1501
km30_5250.fits_g10_5410,280
km15_5750.fits_g45_5850,23
km30_5250.fits_g15_5490,257
km30_4250.fits_g00_4470,30
km30_5000.fits_g05_5160,172
km15_5750.fits_g50_5850,4
km30_5000.fits_g05_5240,145
km30_5500.fits_g05_5540,18
km15_5750.fits_g50_5990,17
km30_5500.fits_g10_5600,77
km15_5750.fits_g25_5810,1612
km15_6000.fits_g35_6020,697
km15_5500.fits_g20_5640,1266
km30_5500.fits_g25_5740,18
km25_5250.fits_g15_5290,1
km15_5750.fits_g20_5750,1422
km30_5750.fits_g15_5750,99
km30_6000.fits_g25_6080,447
km30_5750.fits_g15_5890,88
km30_5250.fits_g00_5270,49
km30_5750.fits_g20_5770,609
km20_6000.fits_g35_6100,732
km30_5750.fits_g20_5970,241
km30_6000.fits_g35_6000,15
km15_5750.fits_g20_5850,708
km30_6000.fits_g35_6080,262
km30_6250.fits_g40_6290,100
km15_5750.fits_g25_5890,1615
km15_6000.fits_g25_6080,486
km30_6000.fits_g40_6160,123
km15_5750.fits_g25_5990,658
km30_5750.fits_g40_5950,3
km30_6250.fits_g45_6290,11
km15_5750.fits_g30_5830,756
km30_6250.fits_g45_6330,23
km15_5750.fits_g30_5890,1069
km25_6250.fits_g30_6290,1008
km30_6250.fits_g25_6270,981
km15_5750.fits_g30_5990,1313
km30_4250.fits_g00_4490,11
km20_6000.fits_g35_6240,495
km30_5250.fits_g00_5370,12
km25_5500.fits_g05_5580,6
km15_5750.fits_g35_5830,260
km30_6250.fits_g30_6250,376
km25_6250.fits_g35_6410,636
km15_5750.fits_g40_5870,92
km35_6000.fits_g45_6140,9
km15_5500.fits_g25_5560,468
km25_5500.fits_g10_5540,86
km30_5250.fits_g05_5310,123
km15_5750.fits_g45_5990,7
km25_6250.fits_g40_6410,248
km30_6250.fits_g45_6410,18
km30_6250.fits_g35_6450,378
km30_6500.fits_g40_6600,234
km30_6000.fits_g40_6020,8
km15_5750.fits_g40_5990,52
km25_5500.fits_g20_5660,69
km15_6000.fits_g25_6180,421
km35_4000.fits_g00_4220,586
km30_6250.fits_g50_6290,2
km25_5750.fits_g15_5950,155
km35_5000.fits_g00_5000,56
km25_5750.fits_g20_5870,172
km25_6250.fits_g40_6490,147
km35_5000.fits_g05_5060,52
km25_5750.fits_g25_5790,371
km30_5000.fits_g05_5200,212
km25_6250.fits_g45_6470,61
km30_5250.fits_g05_5390,81
km35_5000.fits_g05_5240,153
km25_6000.fits_g30_6060,749
km30_6250.fits_g50_6390,6
km25_6500.fits_g45_6520,51
km35_5250.fits_g05_5290,120
km25_6000.fits_g30_6080,802
km30_6000.fits_g40_6220,128
km30_5000.fits_g00_5120,91
km30_6500.fits_g40_6580,256
km25_6000.fits_g40_6120,138
km30_5000.fits_g05_5060,85
km30_5000.fits_g10_5100,8
km15_5500.fits_g25_5720,1168
km30_5000.fits_g05_5220,183
km30_6750.fits_g50_6750,3
km15_6000.fits_g45_6000,4
km15_5500.fits_g30_5680,359
km25_6000.fits_g40_6180,222
km30_6000.fits_g40_6240,79
km15_6000.fits_g25_6100,492
km25_6000.fits_g45_6080,16
km35_6000.fits_g45_6240,9
km25_6000.fits_g45_6240,26
km35_6250.fits_g40_6330,61
km15_6000.fits_g45_6020,14
km25_6250.fits_g35_6370,694
km35_5250.fits_g05_5490,32
km15_6000.fits_g25_6140,413
km35_6250.fits_g45_6350,9
km30_5000.fits_g15_5240,10
km30_5000.fits_g10_5200,118
km35_5250.fits_g15_5290,12
km35_5000.fits_g00_5180,60
km30_5000.fits_g10_5240,130
km35_5500.fits_g05_5500,30
km20_6000.fits_g40_6160,106
km35_5000.fits_g05_5040,20
km20_4750.fits_g00_4930,337
km35_5000.fits_g05_5080,70
km20_6000.fits_g45_6060,20
km35_6250.fits_g50_6270,1
km35_5000.fits_g10_5180,26
km30_5250.fits_g10_5390,289
km20_6250.fits_g35_6310,542
km35_5000.fits_g10_5200,38
km30_5250.fits_g10_5270,204
km15_5750.fits_g35_5810,336
km35_5500.fits_g05_5720,4
km25_6250.fits_g40_6310,226
km15_6000.fits_g30_6180,356
km30_6000.fits_g45_6020,3
km35_5000.fits_g10_5220,53
km30_5000.fits_g15_5220,7
km15_6000.fits_g30_6140,540
km20_6250.fits_g35_6370,451
km30_5250.fits_g15_5430,381
km30_6000.fits_g45_6080,4
km35_5750.fits_g15_5850,63
km20_5000.fits_g00_5040,761
km35_5750.fits_g20_5770,66
km35_5000.fits_g10_5240,74
km35_5750.fits_g20_5790,75
km20_5250.fits_g00_5330,250
km30_5500.fits_g25_5560,3
km35_6000.fits_g25_6120,412
km15_6000.fits_g40_6160,176
km25_6250.fits_g40_6350,233
km20_5250.fits_g00_5410,79
km15_6000.fits_g40_6180,146
km35_6000.fits_g30_6040,16
km20_6500.fits_g40_6580,468
km20_5250.fits_g05_5490,213
km30_6000.fits_g50_6120,1
km25_4000.fits_g05_4240,41
km30_5250.fits_g20_5350,6
km15_5750.fits_g50_5770,5
km30_6000.fits_g50_6140,6
km35_6250.fits_g50_6330,1
km25_4500.fits_g00_4540,141
km40_4000.fits_g15_4000,78
km15_5750.fits_g50_5750,2
km30_5500.fits_g30_5640,2
km35_5250.fits_g00_5290,44
km30_5750.fits_g15_5770,90
km30_5250.fits_g05_5350,106
km35_6000.fits_g30_6180,418
km30_5750.fits_g20_5850,519
km30_6250.fits_g35_6270,299
km30_5250.fits_g05_5490,22
km15_5500.fits_g45_5720,11
km30_5500.fits_g05_5500,6
km35_5250.fits_g00_5490,1
km30_5250.fits_g10_5250,142
km40_4250.fits_g00_4250,3547
km35_6000.fits_g40_6040,9
km30_5250.fits_g10_5370,300
km40_5000.fits_g00_5100,52
km35_6000.fits_g40_6240,31
km40_5000.fits_g00_5140,50
km35_6250.fits_g30_6410,476
km15_5750.fits_g50_5830,3
km35_6250.fits_g40_6410,51
km15_6000.fits_g35_6040,710
km25_6250.fits_g40_6390,229
km25_5250.fits_g10_5310,256
km25_6250.fits_g40_6470,207
km20_4250.fits_g00_4450,5862
km30_5250.fits_g15_5270,21
km35_5250.fits_g15_5270,3
km30_5250.fits_g15_5410,308
km15_5750.fits_g20_5890,540
km35_5250.fits_g15_5410,136
km40_5000.fits_g05_5060,8
km15_6250.fits_g30_6250,255
km25_6750.fits_g50_6750,6
km30_5500.fits_g05_5680,2
km35_6250.fits_g45_6490,5
km30_5500.fits_g20_5620,102
km20_4500.fits_g00_4740,273
km15_6000.fits_g25_6040,630
km30_5750.fits_g25_5750,10
km25_5250.fits_g15_5430,206
km30_5750.fits_g25_5870,476
km35_5750.fits_g10_5870,22
km15_6000.fits_g25_6200,416
km15_6000.fits_g35_6060,781
km35_5750.fits_g15_5890,55
km20_4500.fits_g00_4500,4849
km30_6250.fits_g35_6330,323
km30_5750.fits_g40_5990,4
km40_5250.fits_g00_5310,16
km30_6000.fits_g25_6240,229
km20_4500.fits_g00_4660,994
km40_5250.fits_g10_5350,138
km20_4500.fits_g05_4600,48
km30_4000.fits_g05_4180,215
km40_5500.fits_g05_5520,23
km30_4000.fits_g05_4200,902
km20_4500.fits_g05_4560,48
km30_6000.fits_g45_6120,5
km20_5250.fits_g10_5390,353
km35_5750.fits_g20_5910,127
km15_6000.fits_g30_6220,292
km40_5250.fits_g00_5250,19
km20_5250.fits_g10_5430,466
km15_5750.fits_g50_5970,7
km30_6250.fits_g30_6330,520
km40_5250.fits_g00_5390,6
km15_6000.fits_g20_6000,178
km30_6250.fits_g50_6330,4
km40_5250.fits_g20_5490,14
km30_6500.fits_g45_6580,23
km35_5750.fits_g20_5950,207
km30_5500.fits_g05_5700,2
km40_5500.fits_g05_5600,11
km20_4500.fits_g05_4580,37
km40_5500.fits_g10_5680,38
km30_4250.fits_g00_4430,230
km20_4750.fits_g00_4910,328
km35_4750.fits_g00_4970,43
km35_5750.fits_g20_5990,140
km35_5000.fits_g00_5060,100
km30_5500.fits_g10_5640,62
km35_5000.fits_g10_5160,17
km30_4500.fits_g00_4540,1
km20_4500.fits_g05_4640,32
km30_5500.fits_g25_5580,8
km20_4750.fits_g00_4750,262
km30_5750.fits_g15_5830,105
km30_6250.fits_g40_6330,126
km15_6000.fits_g35_6100,531
km20_4750.fits_g00_4830,252
km20_5500.fits_g10_5540,430
km30_4750.fits_g00_4950,48
km30_5750.fits_g30_5810,5
km40_5500.fits_g10_5700,31
km30_4750.fits_g00_4990,93
km35_5750.fits_g25_5790,18
km15_6000.fits_g30_6080,963
km30_5000.fits_g05_5120,143
km20_5500.fits_g10_5560,417
km30_6250.fits_g40_6390,109
km30_5750.fits_g30_5850,5
km15_6000.fits_g40_6060,150
km30_5750.fits_g30_5930,215
km25_5500.fits_g15_5520,152
km40_5500.fits_g10_5580,56
km30_6000.fits_g20_6020,136
km40_5750.fits_g15_5830,60
km30_5000.fits_g15_5200,1
km40_5750.fits_g20_5750,34
km30_5250.fits_g00_5290,55
km40_5750.fits_g20_5790,74
km20_4750.fits_g05_4790,2
km30_5250.fits_g00_5350,19
km40_6000.fits_g20_6000,44
km15_6000.fits_g40_6080,164
km30_6000.fits_g25_6180,261
km20_4250.fits_g00_4470,6796
km40_5500.fits_g20_5600,23
km30_6000.fits_g30_6140,702
km35_5250.fits_g05_5270,129
km20_4750.fits_g00_4870,265
km35_5750.fits_g25_5830,17
km30_5500.fits_g20_5660,161
km35_6000.fits_g20_6080,124
km40_5500.fits_g25_5700,3
km40_6000.fits_g25_6120,58
km40_5750.fits_g15_5910,60
km25_5500.fits_g15_5560,140
km30_6000.fits_g35_6240,222
km30_5250.fits_g00_5390,7
km20_5000.fits_g00_5180,468
km30_5250.fits_g10_5290,246
km30_6250.fits_g45_6310,30
km35_6000.fits_g30_6140,417
km35_5250.fits_g10_5250,50
km40_6000.fits_g35_6140,53
km40_5750.fits_g15_5990,51
km35_6000.fits_g35_6020,17
km40_6000.fits_g20_6120,50
km35_6000.fits_g35_6120,97
km30_6000.fits_g40_6060,15
km40_6000.fits_g25_6180,211
km30_6250.fits_g30_6350,638
km20_5000.fits_g05_5120,12
km25_5750.fits_g25_5990,123
km35_5250.fits_g15_5330,34
km20_4500.fits_g05_4520,67
km20_5000.fits_g05_5240,483
km35_5250.fits_g15_5390,104
km30_5250.fits_g10_5450,220
km25_6000.fits_g30_6000,715
km20_5000.fits_g05_5220,555
km40_6000.fits_g50_6240,2
km30_5250.fits_g15_5470,422
km40_6250.fits_g30_6410,79
